"","GID","GeneID"
"8639","8639","AOC3"
"47","47","ACLY"
"84313","84313","VPS25"
"10266","10266","RAMP2"
"314","314","AOC2"
"4695","4695","NDUFA2"
"54882","54882","ANKHD1"
"1729","1729","DIAPH1"
"80762","80762","NDFIP1"
"7322","7322","UBE2D2"
"60412","60412","EXOC4"
"116983","116983","ACAP3"
"54991","54991","C1orf159"
"55107","55107","ANO1"
"8500","8500","PPFIA1"
"79652","79652","TMEM204"
"79412","79412","KREMEN2"
"79228","79228","THOC6"
"84231","84231","TRAF7"
"56033","56033","BARX1"
"4814","4814","NINJ1"
"765","765","CA6"
"261734","261734","NPHP4"
"4131","4131","MAP1B"
"3597","3597","IL13RA1"
"54521","54521","WDR44"
"1160","1160","CKMT2"
"84240","84240","ZCCHC9"
"3885","3885","KRT34"
"3884","3884","KRT33B"
"84951","84951","TNS4"
"7153","7153","TOP2A"
"10948","10948","STARD3"
"5914","5914","RARA"
"84152","84152","PPP1R1B"
"10656","10656","KHDRBS3"
"9557","9557","CHD1L"
"8799","8799","PEX11B"
"2330","2330","FMO5"
"10401","10401","PIAS3"
"5565","5565","PRKAB2"
"100132341","100132341","CLUHP3"
"5160","5160","PDHA1"
"10742","10742","RAI2"
"64087","64087","MCCC2"
"57343","57343","ZNF304"
"79149","79149","ZSCAN5A"
"7691","7691","ZNF132"
"57663","57663","USP29"
"55829","55829","SELENOS"
"22856","22856","CHSY1"
"6627","6627","SNRPA1"
"3996","3996","LLGL1"
"8431","8431","NR0B2"
"79727","79727","LIN28A"
"55145","55145","THAP1"
"85415","85415","RHPN2"
"83636","83636","C19orf12"
"91442","91442","FAAP24"
"341883","341883","LRRC9"
"55860","55860","ACTR10"
"145447","145447","ABHD12B"
"2643","2643","GCH1"
"3958","3958","LGALS3"
"79883","79883","PODNL1"
"3337","3337","DNAJB1"
"65249","65249","ZSWIM4"
"84261","84261","FBXW9"
"5989","5989","RFX1"
"7568","7568","ZNF20"
"90379","90379","DCAF15"
"54862","54862","CC2D1A"
"83546","83546","RTBDN"
"4148","4148","MATN3"
"6737","6737","TRIM21"
"54558","54558","SPATA6"
"10489","10489","LRRC41"
"10693","10693","CCT6B"
"22907","22907","DHX30"
"5894","5894","RAF1"
"6538","6538","SLC6A11"
"5468","5468","PPARG"
"23225","23225","NUP210"
"84824","84824","FCRLA"
"51478","51478","HSD17B7"
"55556","55556","ENOSF1"
"56651","56651","LINC00470"
"84034","84034","EMILIN2"
"548593","548593","SLX1A"
"23647","23647","ARFIP2"
"85363","85363","TRIM5"
"1262","1262","CNGA4"
"10346","10346","TRIM22"
"23378","23378","RRP8"
"26515","26515","TIMM10B"
"23167","23167","EFR3A"
"10086","10086","HHLA1"
"55037","55037","PTCD3"
"10989","10989","IMMT"
"51318","51318","MRPL35"
"79781","79781","IQCA1"
"80895","80895","ILKAP"
"8864","8864","PER2"
"10267","10267","RAMP1"
"51540","51540","SCLY"
"5791","5791","PTPRE"
"5901","5901","RAN"
"5562","5562","PRKAA1"
"84674","84674","CARD6"
"23108","23108","RAP1GAP2"
"23277","23277","CLUH"
"51763","51763","INPP5K"
"10514","10514","MYBBP1A"
"6117","6117","RPA1"
"5176","5176","SERPINF1"
"7326","7326","UBE2G1"
"60678","60678","EEFSEC"
"57533","57533","TBC1D14"
"85013","85013","TMEM128"
"51805","51805","COQ3"
"25957","25957","PNISR"
"64208","64208","POPDC3"
"23480","23480","SEC61G"
"55915","55915","LANCL2"
"63979","63979","FIGNL1"
"1644","1644","DDC"
"53940","53940","FTHL17"
"2926","2926","GRSF1"
"10117","10117","ENAM"
"3512","3512","JCHAIN"
"26057","26057","ANKRD17"
"57050","57050","UTP3"
"3691","3691","ITGB4"
"23558","23558","WBP2"
"3021","3021","H3-3B"
"85451","85451","UNK"
"91107","91107","TRIM47"
"9406","9406","ZRANB2"
"1984","1984","EIF5A"
"23135","23135","KDM6B"
"10462","10462","CLEC10A"
"55065","55065","SLC52A1"
"3000","3000","GUCY2D"
"2874","2874","GPS2"
"54739","54739","XAF1"
"1742","1742","DLG4"
"10247","10247","RIDA"
"157680","157680","VPS13B"
"26166","26166","RGS22"
"4147","4147","MATN2"
"51308","51308","REEP2"
"84105","84105","PCBD2"
"6388","6388","SDF2"
"2319","2319","FLOT2"
"26284","26284","ERAL1"
"54496","54496","PRMT7"
"51388","51388","NIP7"
"7014","7014","TERF2"
"27183","27183","VPS4A"
"92154","92154","MTSS2"
"116835","116835","HSPA12B"
"63926","63926","ANKEF1"
"64773","64773","PCED1A"
"6616","6616","SNAP25"
"22903","22903","BTBD3"
"5111","5111","PCNA"
"29107","29107","NXT1"
"10621","10621","POLR3F"
"54453","54453","RIN2"
"5786","5786","PTPRA"
"6754","6754","SSTR4"
"7818","7818","DAP3"
"57127","57127","RHBG"
"22889","22889","KHDC4"
"480","480","ATP1A4"
"10763","10763","NES"
"63827","63827","BCAN"
"1401","1401","CRP"
"9826","9826","ARHGEF11"
"57111","57111","RAB25"
"60484","60484","HAPLN2"
"325","325","APCS"
"79368","79368","FCRL2"
"50717","50717","DCAF8"
"23208","23208","SYT11"
"3508","3508","IGHMBP2"
"91703","91703","ACY3"
"222","222","ALDH3B2"
"9633","9633","TESMIN"
"25974","25974","MMACHC"
"1802","1802","DPH2"
"114034","114034","TOE1"
"4678","4678","NASP"
"4595","4595","MUTYH"
"56259","56259","CTNNBL1"
"64900","64900","LPIN3"
"140831","140831","ZSWIM3"
"55544","55544","RBM38"
"128434","128434","VSTM2L"
"51526","51526","OSER1"
"10955","10955","SERINC3"
"5509","5509","PPP1R3D"
"29958","29958","DMGDH"
"23743","23743","BHMT2"
"8546","8546","AP3B1"
"84327","84327","ZBED3"
"10207","10207","PATJ"
"163782","163782","KANK4"
"27329","27329","ANGPTL3"
"6860","6860","SYT4"
"8170","8170","SLC14A2"
"93611","93611","FBXO44"
"79363","79363","CPLANE2"
"842","842","CASP9"
"56923","56923","NMUR2"
"51164","51164","DCTN4"
"5145","5145","PDE6A"
"51761","51761","ATP8A2"
"23281","23281","MTUS2"
"9205","9205","ZMYM5"
"10208","10208","USPL1"
"64328","64328","XPO4"
"93492","93492","TPTE2"
"51371","51371","POMP"
"1024","1024","CDK8"
"241","241","ALOX5AP"
"10810","10810","WASF3"
"56163","56163","RNF17"
"2835","2835","GPR12"
"1131","1131","CHRM3"
"4626","4626","MYH8"
"4628","4628","MYH10"
"10400","10400","PEMT"
"6341","6341","SCO1"
"23164","23164","MPRIP"
"1116","1116","CHI3L1"
"4608","4608","MYBPH"
"5287","5287","PIK3C2B"
"25778","25778","DSTYK"
"1118","1118","CHIT1"
"254428","254428","SLC41A1"
"59352","59352","LGR6"
"9911","9911","TMCC2"
"9201","9201","DCLK1"
"8900","8900","CCNA1"
"57511","57511","COG6"
"23111","23111","SPART"
"122042","122042","RXFP2"
"94240","94240","EPSTI1"
"7223","7223","TRPC4"
"10631","10631","POSTN"
"5994","5994","RFXAP"
"7178","7178","TPT1"
"55425","55425","GPALPP1"
"161003","161003","STOML3"
"9365","9365","KL"
"5983","5983","RFC3"
"90627","90627","STARD13"
"8471","8471","IRS4"
"79710","79710","MORC4"
"84707","84707","BEX2"
"79589","79589","RNF128"
"54885","54885","TBC1D8B"
"79921","79921","TCEAL4"
"55859","55859","BEX1"
"84923","84923","FAM104A"
"201266","201266","SLC39A11"
"2048","2048","EPHB2"
"10250","10250","SRRM1"
"55643","55643","BTBD2"
"84106","84106","PRAM1"
"84787","84787","KMT5C"
"84330","84330","ZNF414"
"5158","5158","PDE6B"
"23640","23640","HSPBP1"
"1455","1455","CSNK1G2"
"84250","84250","SLF1"
"55748","55748","CNDP2"
"28992","28992","MACROD1"
"54663","54663","WDR74"
"85329","85329","LGALS12"
"10313","10313","RTN3"
"5920","5920","PLAAT4"
"54979","54979","PLAAT2"
"4629","4629","MYH11"
"123811","123811","CEP20"
"84246","84246","MED10"
"23037","23037","PDZD2"
"22880","22880","MORC2"
"9215","9215","LARGE1"
"84700","84700","MYO18B"
"66035","66035","SLC2A11"
"114904","114904","C1QTNF6"
"113828","113828","FAM83F"
"284904","284904","SEC14L4"
"474344","474344","GIMAP6"
"55303","55303","GIMAP4"
"90956","90956","ADCK2"
"23608","23608","MKRN1"
"116988","116988","AGAP3"
"84626","84626","KRBA1"
"79970","79970","ZNF767P"
"57180","57180","ACTR3B"
"4922","4922","NTS"
"694","694","BTG1"
"84125","84125","LRRIQ1"
"91298","91298","C12orf29"
"79572","79572","ATP13A3"
"6441","6441","SFTPD"
"84332","84332","DYDC2"
"80195","80195","TMEM254"
"83857","83857","TMTC1"
"3845","3845","KRAS"
"10526","10526","IPO8"
"51520","51520","LARS1"
"11005","11005","SPINK5"
"3612","3612","IMPA1"
"85444","85444","LRRCC1"
"1875","1875","E2F5"
"759","759","CA1"
"29080","29080","CCDC59"
"23075","23075","SWAP70"
"10894","10894","LYVE1"
"272","272","AMPD3"
"81846","81846","SBF2"
"9645","9645","MICAL2"
"22800","22800","RRAS2"
"3295","3295","HSD17B4"
"196441","196441","ZFC3H1"
"56154","56154","TEX15"
"51669","51669","SARAF"
"79845","79845","RNF122"
"78986","78986","DUSP26"
"5977","5977","DPF2"
"4221","4221","MEN1"
"11161","11161","ERG28"
"145258","145258","GSC"
"80017","80017","DGLUCY"
"57578","57578","UNC79"
"8650","8650","NUMB"
"79820","79820","CATSPERB"
"55237","55237","VRTN"
"51241","51241","COX16"
"23508","23508","TTC9"
"10001","10001","MED6"
"1965","1965","EIF2S1"
"8748","8748","ADAM20"
"4017","4017","LOXL2"
"55140","55140","ELP3"
"157310","157310","PEBP4"
"27299","27299","ADAMDEC1"
"9811","9811","CTIF"
"83876","83876","MRO"
"8932","8932","MBD2"
"51124","51124","IER3IP1"
"92259","92259","MRPS36"
"891","891","CCNB1"
"1022","1022","CDK7"
"4064","4064","CD180"
"3656","3656","IRAK2"
"8536","8536","CAMK1"
"25917","25917","THUMPD3"
"7428","7428","VHL"
"8553","8553","BHLHE40"
"55207","55207","ARL8B"
"9695","9695","EDEM1"
"27255","27255","CNTN6"
"10752","10752","CHL1"
"4212","4212","MEIS2"
"89978","89978","DPH6"
"79768","79768","KATNBL1"
"56851","56851","EMC7"
"4308","4308","TRPM1"
"2780","2780","GNAT2"
"2944","2944","GSTM1"
"55119","55119","PRPF38B"
"83998","83998","REG4"
"10100","10100","TSPAN2"
"7252","7252","TSHB"
"2949","2949","GSTM5"
"2947","2947","GSTM3"
"148281","148281","SYT6"
"10451","10451","VAV3"
"27159","27159","CHIA"
"84722","84722","PSRC1"
"3158","3158","HMGCS2"
"26191","26191","PTPN22"
"6272","6272","SORT1"
"7482","7482","WNT2B"
"5738","5738","PTGFRN"
"10542","10542","LAMTOR5"
"11085","11085","ADAM30"
"4853","4853","NOTCH2"
"80263","80263","TRIM45"
"10390","10390","CEPT1"
"9398","9398","CD101"
"79679","79679","VTCN1"
"4803","4803","NGF"
"10717","10717","AP4B1"
"8774","8774","NAPG"
"56907","56907","SPIRE1"
"51535","51535","PPHLN1"
"51303","51303","FKBP11"
"377","377","ARF3"
"79022","79022","TMEM106C"
"54407","54407","SLC38A2"
"51054","51054","PLEKHA8P1"
"10971","10971","YWHAQ"
"57498","57498","KIDINS220"
"29841","29841","GRHL1"
"9475","9475","ROCK2"
"91543","91543","RSAD2"
"4613","4613","MYCN"
"23175","23175","LPIN1"
"129607","129607","CMPK2"
"285148","285148","IAH1"
"3939","3939","LDHA"
"6289","6289","SAA2"
"63982","63982","ANO3"
"3572","3572","IL6ST"
"10468","10468","FST"
"10877","10877","CFHR4"
"89796","89796","NAV1"
"79577","79577","CDC73"
"10440","10440","TIMM17A"
"23418","23418","CRB1"
"81494","81494","CFHR5"
"10595","10595","ERN2"
"6210","6210","RPS15A"
"30062","30062","RAX"
"4677","4677","NARS1"
"2922","2922","GRP"
"57614","57614","RELCH"
"84893","84893","FBH1"
"84991","84991","RBM17"
"3559","3559","IL2RA"
"54522","54522","ANKRD16"
"79746","79746","ECHDC3"
"3601","3601","IL15RA"
"902","902","CCNH"
"59340","59340","HRH4"
"85019","85019","TMEM241"
"284252","284252","KCTD1"
"91768","91768","CABLES1"
"1794","1794","DOCK2"
"2012","2012","EMP1"
"6660","6660","SOX5"
"85004","85004","RERG"
"10599","10599","SLCO1B1"
"3824","3824","KLRD1"
"3821","3821","KLRC1"
"80763","80763","SPX"
"5555","5555","PRH2"
"4038","4038","LRP4"
"4607","4607","MYBPC3"
"1643","1643","DDB2"
"53","53","ACP2"
"83844","83844","USP26"
"8933","8933","RTL8C"
"9363","9363","RAB33A"
"6658","6658","SOX3"
"51634","51634","RBMX2"
"51765","51765","STK26"
"219595","219595","FOLH1B"
"143689","143689","PIWIL4"
"4544","4544","MTNR1B"
"9698","9698","PUM1"
"90853","90853","SPOCD1"
"8565","8565","YARS1"
"1912","1912","PHC2"
"55143","55143","CDCA8"
"29889","29889","GNL2"
"192670","192670","AGO4"
"51361","51361","HOOK1"
"1573","1573","CYP2J2"
"91408","91408","BTF3L4"
"23318","23318","TUT4"
"84950","84950","PRPF38A"
"1824","1824","DSC2"
"1830","1830","DSG3"
"51444","51444","RNF138"
"55250","55250","ELP2"
"1828","1828","DSG1"
"1825","1825","DSC3"
"1823","1823","DSC1"
"1837","1837","DTNA"
"80206","80206","FHOD3"
"25941","25941","TPGS2"
"747","747","DAGLA"
"29015","29015","SLC43A3"
"26519","26519","TIMM10"
"2694","2694","CBLIF"
"9704","9704","DHX34"
"187","187","APLNR"
"9415","9415","FADS2"
"746","746","TMEM258"
"6947","6947","TCN1"
"27202","27202","C5AR2"
"55858","55858","TMEM165"
"9575","9575","CLOCK"
"5156","5156","PDGFRA"
"87769","87769","GGACT"
"1284","1284","COL4A2"
"9071","9071","CLDN10"
"22873","22873","DZIP1"
"337867","337867","UBAC2"
"55082","55082","ARGLU1"
"54841","54841","BIVM"
"2073","2073","ERCC5"
"7174","7174","TPP2"
"79070","79070","POGLUT2"
"79587","79587","CARS2"
"9743","9743","ARHGAP32"
"3703","3703","STT3A"
"11095","11095","ADAMTS8"
"56","56","ACRV1"
"2113","2113","ETS1"
"219855","219855","SLC37A2"
"152831","152831","KLB"
"51014","51014","TMED7"
"324","324","APC"
"9315","9315","NREP"
"134430","134430","WDR36"
"26578","26578","OSTF1"
"55312","55312","RFK"
"29979","29979","UBQLN1"
"60560","60560","NAA35"
"55071","55071","C9orf40"
"301","301","ANXA1"
"1514","1514","CTSL"
"23670","23670","CEMIP2"
"23287","23287","AGTPBP1"
"51280","51280","GOLM1"
"29968","29968","PSAT1"
"81689","81689","ISCA1"
"8728","8728","ADAM19"
"84868","84868","HAVCR2"
"79616","79616","CCNJL"
"51347","51347","TAOK3"
"84749","84749","USP30"
"10993","10993","SDS"
"4440","4440","MSI1"
"6927","6927","HNF1A"
"23014","23014","FBXO21"
"6926","6926","TBX3"
"8638","8638","OASL"
"8739","8739","HRK"
"84900","84900","RNFT2"
"5025","5025","P2RX4"
"92558","92558","BICDL1"
"1840","1840","DTX1"
"10906","10906","TRAFD1"
"9988","9988","DMTF1"
"4951","4951","OCM2"
"79161","79161","TMEM243"
"57639","57639","CCDC146"
"85025","85025","TMEM60"
"948","948","CD36"
"79799","79799","UGT2A3"
"1447","1447","CSN2"
"54490","54490","UGT2B28"
"50640","50640","PNPLA8"
"29923","29923","HILPDA"
"60561","60561","RINT1"
"6733","6733","SRPK2"
"375616","375616","KCP"
"26136","26136","TES"
"29969","29969","MDFIC"
"25821","25821","MTO1"
"577","577","ADGRB3"
"22881","22881","ANKRD6"
"3351","3351","HTR1B"
"80759","80759","KHDC1"
"22832","22832","CEP162"
"10492","10492","SYNCRIP"
"57231","57231","SNX14"
"4907","4907","NT5E"
"112609","112609","MRAP2"
"2045","2045","EPHA7"
"55122","55122","AKIRIN2"
"23595","23595","ORC3"
"167691","167691","LCA5"
"6885","6885","MAP3K7"
"1081","1081","CGA"
"84694","84694","GJA10"
"79899","79899","PRR5L"
"4005","4005","LMO2"
"51317","51317","PHF21A"
"55226","55226","NAT10"
"26298","26298","EHF"
"2001","2001","ELF5"
"79056","79056","PRRG4"
"4076","4076","CAPRIN1"
"517","517","ATP5MC2"
"85406","85406","DNAJC14"
"967","967","CD63"
"5630","5630","PRPH"
"10677","10677","AVIL"
"269","269","AMHR2"
"90070","90070","LACRT"
"10220","10220","GDF11"
"27165","27165","GLS2"
"3679","3679","ITGA7"
"9840","9840","TESPA1"
"84070","84070","FAM186B"
"5959","5959","RDH5"
"116986","116986","AGAP2"
"2647","2647","BLOC1S1"
"3891","3891","KRT85"
"1019","1019","CDK4"
"5502","5502","PPP1R1A"
"10024","10024","TROAP"
"6302","6302","TSPAN31"
"2583","2583","B4GALNT1"
"7024","7024","TFCP2"
"93058","93058","COQ10A"
"23017","23017","FAIM2"
"9924","9924","PAN2"
"9700","9700","ESPL1"
"3855","3855","KRT7"
"84872","84872","ZC3H10"
"3178","3178","HNRNPA1"
"91","91","ACVR1B"
"10956","10956","OS9"
"4284","4284","MIP"
"23416","23416","KCNH3"
"84946","84946","LTV1"
"9053","9053","MAP7"
"8763","8763","CD164"
"246269","246269","AFG1L"
"57224","57224","NHSL1"
"54806","54806","AHI1"
"23493","23493","HEY2"
"5570","5570","PKIB"
"4829","4829","NMBR"
"6610","6610","SMPD2"
"64780","64780","MICAL1"
"85021","85021","REPS1"
"8676","8676","STX11"
"7006","7006","TEC"
"84279","84279","PRADC1"
"10505","10505","SEMA4F"
"10574","10574","CCT7"
"1961","1961","EGR4"
"26056","26056","RAB11FIP5"
"10322","10322","SMYD5"
"8291","8291","DYSF"
"84865","84865","CCDC142"
"2016","2016","EMX1"
"27345","27345","KCNMB4"
"9958","9958","USP15"
"2799","2799","GNS"
"1368","1368","CPM"
"4193","4193","MDM2"
"79786","79786","KLHL36"
"53630","53630","BCO1"
"10200","10200","MPHOSPH6"
"23563","23563","CHST5"
"9764","9764","KIAA0513"
"1783","1783","DYNC1LI2"
"55336","55336","FBXL8"
"29109","29109","FHOD1"
"92922","92922","CCDC102A"
"6553","6553","SLC9A5"
"183","183","AGT"
"100533111","100533111","ZNF670-ZNF695"
"80003","80003","PCNX2"
"3775","3775","KCNK1"
"9816","9816","URB2"
"54583","54583","EGLN1"
"10753","10753","CAPN9"
"22796","22796","COG2"
"23456","23456","ABCB10"
"84284","84284","NTPCR"
"27097","27097","TAF5L"
"2752","2752","GLUL"
"10228","10228","STX6"
"85397","85397","RGS8"
"6041","6041","RNASEL"
"1660","1660","DHX9"
"57710","57710","KIAA1614"
"9857","9857","CEP350"
"80896","80896","NPL"
"116496","116496","NIBAN1"
"5279","5279","PIGC"
"3915","3915","LAMC1"
"149041","149041","RC3H1"
"9290","9290","GPR55"
"3431","3431","SP110"
"65080","65080","MRPL44"
"1144","1144","CHRND"
"5077","5077","PAX3"
"55619","55619","DOCK10"
"9654","9654","TTLL4"
"57695","57695","USP37"
"3357","3357","HTR2B"
"81618","81618","ITM2C"
"80704","80704","SLC19A3"
"5270","5270","SERPINE2"
"3300","3300","DNAJB2"
"80326","80326","WNT10A"
"64114","64114","TMBIM1"
"1593","1593","CYP27A1"
"9470","9470","EIF4E2"
"80210","80210","ARMC9"
"51719","51719","CAB39"
"1329","1329","COX5B"
"51455","51455","REV1"
"80705","80705","TSGA10"
"84804","84804","MFSD9"
"55654","55654","TMEM127"
"10913","10913","EDAR"
"9392","9392","TGFBRAP1"
"9648","9648","GCC2"
"64965","64965","MRPS9"
"11250","11250","GPR45"
"79074","79074","C2orf49"
"375248","375248","ANKRD36"
"26122","26122","EPC2"
"50649","50649","ARHGEF4"
"23479","23479","ISCU"
"160428","160428","ALDH1L2"
"55576","55576","STAB2"
"84101","84101","USP44"
"55681","55681","SCYL2"
"10970","10970","CKAP4"
"10154","10154","PLXNC1"
"55198","55198","APPL2"
"11137","11137","PWP1"
"55332","55332","DRAM1"
"23325","23325","WASHC4"
"84102","84102","SLC41A2"
"50853","50853","VILL"
"2317","2317","FLNB"
"4752","4752","NEK3"
"5100","5100","PCDH8"
"51028","51028","VPS36"
"79621","79621","RNASEH2B"
"26586","26586","CKAP2"
"11061","11061","CNMD"
"9882","9882","TBC1D4"
"55901","55901","THSD1"
"79866","79866","BORA"
"23143","23143","LRCH1"
"8803","8803","SUCLA2"
"55213","55213","RCBTB1"
"29079","29079","MED4"
"51131","51131","PHF11"
"83548","83548","COG3"
"4008","4008","LMO7"
"8796","8796","SCEL"
"9445","9445","ITM2B"
"10253","10253","SPRY2"
"55270","55270","NUDT15"
"1910","1910","EDNRB"
"1102","1102","RCBTB2"
"3936","3936","LCP1"
"83852","83852","SETDB2"
"9805","9805","SCRN1"
"79020","79020","C7orf25"
"64759","64759","TNS3"
"285955","285955","SPDYE1"
"55501","55501","CHST12"
"10643","10643","IGF2BP3"
"10457","10457","GPNMB"
"9771","9771","RAPGEF5"
"5879","5879","RAC1"
"11014","11014","KDELR2"
"11097","11097","NUP42"
"3569","3569","IL6"
"55146","55146","ZDHHC4"
"313","313","AOAH"
"28969","28969","BZW2"
"1607","1607","DGKB"
"9238","9238","TBRG4"
"54606","54606","DDX56"
"3364","3364","HUS1"
"23148","23148","NACAD"
"28988","28988","DBNL"
"83605","83605","CCM2"
"64005","64005","MYO1G"
"80727","80727","TTYH3"
"221938","221938","MMD2"
"27141","27141","CIDEB"
"91875","91875","TTC5"
"26257","26257","NKX2-8"
"7080","7080","NKX2-1"
"85446","85446","ZFHX2"
"10588","10588","MTHFS"
"11173","11173","ADAMTS7"
"58489","58489","ABHD17C"
"3658","3658","IREB2"
"57538","57538","ALPK3"
"53346","53346","TM6SF1"
"10518","10518","CIB2"
"10241","10241","CALCOCO2"
"55316","55316","RSAD1"
"4836","4836","NMT1"
"84073","84073","MYCBPAP"
"6426","6426","SRSF1"
"7716","7716","VEZF1"
"1101","1101","CHAD"
"51204","51204","TACO1"
"55852","55852","TEX2"
"10238","10238","DCAF7"
"1442","1442","CSH1"
"80774","80774","LIMD2"
"83990","83990","BRIP1"
"11143","11143","KAT7"
"64108","64108","RTP4"
"86","86","ACTL6A"
"4711","4711","NDUFB5"
"57129","57129","MRPL47"
"6434","6434","TRA2B"
"6326","6326","SCN2A"
"10716","10716","TBR1"
"64844","64844","MARCHF7"
"57471","57471","ERMN"
"11227","11227","GALNT5"
"6332","6332","SCN7A"
"10010","10010","TANK"
"640","640","BLK"
"2626","2626","GATA4"
"6498","6498","SKIL"
"2058","2058","EPRS1"
"3142","3142","HLX"
"11311","11311","VPS45"
"3586","3586","IL10"
"51133","51133","KCTD3"
"26750","26750","RPS6KC1"
"56300","56300","IL36G"
"3557","3557","IL1RN"
"27179","27179","IL36A"
"26525","26525","IL36RN"
"27177","27177","IL36B"
"84639","84639","IL1F10"
"55997","55997","CFC1"
"55627","55627","SMPD4"
"55339","55339","WDR33"
"84317","84317","CCDC115"
"79595","79595","SAP130"
"274","274","BIN1"
"92856","92856","IMP4"
"9394","9394","HS6ST1"
"56886","56886","UGGT1"
"2995","2995","GYPC"
"8027","8027","STAM"
"2572","2572","GAD2"
"10006","10006","ABI1"
"10730","10730","YME1L1"
"64215","64215","DNAJC1"
"25934","25934","NIPSNAP3A"
"56262","56262","LRRC8A"
"1025","1025","CDK9"
"7295","7295","TXN"
"4957","4957","ODF2"
"23392","23392","ECPAS"
"27348","27348","TOR1B"
"51759","51759","C9orf78"
"10592","10592","SMC2"
"9314","9314","KLF4"
"1861","1861","TOR1A"
"9649","9649","RALGPS1"
"64855","64855","NIBAN2"
"347168","347168","OR1J1"
"27090","27090","ST6GALNAC4"
"7111","7111","TMOD1"
"153090","153090","DAB2IP"
"6812","6812","STXBP1"
"29988","29988","SLC2A8"
"23452","23452","ANGPTL2"
"55755","55755","CDK5RAP2"
"7539","7539","ZFP37"
"1318","1318","SLC31A2"
"1317","1317","SLC31A1"
"7099","7099","TLR4"
"7743","7743","ZNF189"
"229","229","ALDOB"
"55014","55014","STX17"
"9128","9128","PRPF4"
"2356","2356","FPGS"
"10868","10868","USP20"
"570","570","BAAT"
"113220","113220","KIF12"
"9550","9550","ATP6V1G1"
"54881","54881","TEX10"
"84253","84253","GARNL3"
"54534","54534","MRPL50"
"8818","8818","DPM2"
"401551","401551","WDR38"
"158427","158427","TSTD2"
"9568","9568","GABBR2"
"55363","55363","HEMGN"
"5695","5695","PSMB7"
"2516","2516","NR5A1"
"51531","51531","TRMO"
"10244","10244","RABEPK"
"2800","2800","GOLGA1"
"7507","7507","XPA"
"4686","4686","NCBP1"
"10541","10541","ANP32B"
